20963,#doc=muzika.2.txt,,,,,,,,,,,,,,
21042,1,Это,ЭТО,SPRO inan sg nom ,,,о,т,э,,,,S,ЭТО,S n - nom sg
21043,2,сложно,СЛОЖНО,ADV -,,,о,н,ж,о,л,с,ADV,СЛОЖНО,ADV -
21044,3,обьяснить,ОБЬЯСНИТЬ,V pf - - inf - -,,,ь,т,и,н,с,я,V,ОБЬЯСНЕТЬ,V pf - - inf - -
21045,4,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21046,5,потому что,потому что,раздельно 0,,,о,т,ч, ,у,м,ZERO,потому что,ZERO
21047,6,...,...,SENT,,,,,,,,,SENT,...,SENT
21048,,,,,,,,,,,,,,,
21049,1,Очень,ОЧЕНЬ,ADV -,,,ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -
21050,2,крутая,КРУТОЙ,A - nom sg plen f -,,,я,а,т,у,р,к,A,КРУТОЙ,A - nom sg plen f -
21051,3,атмосфера,АТМОСФЕРА,S f inan nom sg,,,а,р,е,ф,с,о,S,АТМОСФЕРА,S f inan nom sg
21052,4,.,.,SENT,,,,,,,,,SENT,.,SENT
21053,,,,,,,,,,,,,,,
21054,1,<,<,PUNC,,,,,,,,,PUNC,<,PUNC
21055,2,noindex,NOINDEX,NONLEX,,,,,,,,,NONLEX,NOINDEX,NONLEX
21056,3,>,>,PUNC,,,,,,,,,PUNC,>,PUNC
21057,4,[,[,PUNC,,,,,,,,,PUNC,[,PUNC
21058,5,нрзб,НРЗБ,anom,,,б,з,р,н,,,NONLEX,НРЗБ,NONLEX
21059,6,],],PUNC,,,,,,,,,PUNC,],PUNC
21060,7,<,<,PUNC,,,,,,,,,PUNC,<,PUNC
21061,8,/,/,PUNC,,,,,,,,,PUNC,/,PUNC
21062,9,noindex,NOINDEX,NONLEX,,,,,,,,,NONLEX,NOINDEX,NONLEX
21063,10,>,>,PUNC,,,,,,,,,PUNC,>,PUNC
21064,11,.,.,SENT,,,,,,,,,SENT,.,SENT
21065,,,,,,,,,,,,,,,
21066,1,Данаа,ДАНА,persn,,,а,а,н,а,д,,S,ДАНАА,S m inan nonflex nonflex
21067,2,@,@,PUNC,,,,,,,,,PUNC,@,PUNC
21068,3,А,А,CONJ,,,а,,,,,,S,А,S - - nonflex nonflex
21069,4,о,О,PR,,,о,,,,,,PR,О,PR
21070,5,чем,ЧТО,SPRO sg ins ,,,м,е,ч,,,,CONJ,ЧЕМ,CONJ
21071,6,у,У,PR,,,у,,,,,,PR,У,PR
21072,7,него,ОН,SPRO sg 3p m acc,,,о,г,е,н,,,SPRO,ОН,SPRO sg 3p m acc
21073,8,песни,ПЕСНЯ,S f inan gen sg,,,и,н,с,е,п,,S,ПЕСНЯ,S f inan gen sg
21074,9,в,В,PR,,,в,,,,,,PR,В,PR
21075,10,основном,ОСНОВНОЙ,A - loc sg plen m -,,,м,о,н,в,о,н,A,ОСНОВНОЙ,A - loc sg plen m -
21076,11,?,?,SENT,,,,,,,,,SENT,?,SENT
21077,,,,,,,,,,,,,,,
21078,1,Или,ИЛИ,CONJ,,,и,л,и,,,,CONJ,ИЛИ,CONJ
21079,2,ты,ТЫ,SPRO sg 2p - nom,,,ы,т,,,,,SPRO,ТЫ,SPRO sg 2p - nom
21080,3,не,НЕ,PART,,,е,н,,,,,PART,НЕ,PART
21081,4,понимаешь,ПОНИМАТЬ,V ipf praes sg indic - 2p,,,ь,ш,е,а,м,и,V,ПОНИМАТЬ,V ipf praes sg indic - 2p
21082,5,?,?,SENT,,,,,,,,,SENT,?,SENT
21083,,,,,,,,,,,,,,,
21084,1,Лера,ЛЕРА,persn,,,а,р,е,л,,,S,ЛЕРА,S - anim nom sg
21085,2,@,@,PUNC,,,,,,,,,PUNC,@,PUNC
21086,3,Ну,НУ,PART,,,у,н,,,,,PART,НУ,PART
21087,4,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21088,5,ну,НУ,PART,,,у,н,,,,,PART,НУ,PART
21089,6,.,.,SENT,,,,,,,,,SENT,.,SENT
21090,,,,,,,,,,,,,,,
21091,1,Нет,НЕТ,PART,,,т,е,н,,,,PART,НЕТ,PART
21092,2,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21093,3,конечно,КОНЕЧНО,ADV -,,,о,н,ч,е,н,о,ADV,КОНЕЧНО,ADV -
21094,4,же,ЖЕ,PART,,,е,ж,,,,,PART,ЖЕ,PART
21095,5,я,Я,SPRO sg 1p - nom,,,я,,,,,,SPRO,Я,SPRO sg 1p - nom
21096,6,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21097,7,я,Я,SPRO sg 1p - nom,,,я,,,,,,SPRO,Я,SPRO sg 1p - nom
21098,8,же,ЖЕ,PART,,,е,ж,,,,,PART,ЖЕ,PART
21099,9,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21100,10,я,Я,SPRO sg 1p - nom,,,я,,,,,,SPRO,Я,SPRO sg 1p - nom
21101,11,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21102,12,я,Я,SPRO sg 1p - nom,,,я,,,,,,SPRO,Я,SPRO sg 1p - nom
21103,13,же,ЖЕ,PART,,,е,ж,,,,,PART,ЖЕ,PART
21104,14,11,11,NUM - - -,,,,,,,,,NUM,11,NUM - - -
21105,15,лет,ГОД,S m inan gen pl,,,т,е,л,,,,S,ГОД,S m inan gen pl
21106,16,учила,УЧИТЬ,V ipf praet sg indic f -,,,а,л,и,ч,у,,V,УЧИТЬ,V ipf praet sg indic f -
21107,17,английский,АНГЛИЙСКИЙ,A - acc sg plen m inan,,,й,и,к,с,й,и,A,АНГЛИЙСКИЙ,A - acc sg plen m inan
21108,18,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21109,19,<,<,PUNC,,,,,,,,,PUNC,<,PUNC
21110,20,distinct,DISTINCT,NONLEX,,,,,,,,,NONLEX,DISTINCT,NONLEX
21111,21,form,FORM,NONLEX,,,,,,,,,NONLEX,FORM,NONLEX
21112,22,=,=,PUNC,,,,,,,,,PUNC,=,PUNC
21113,23,	,_,,,,,,,,,,,_,24
21114,24,акжи,как же,ADVPRO,,,и,ж,к,а,,,S,АКЖИ,S n inan nonflex nonflex
21115,25,	,_,,,,,,,,,,,_,24
21116,26,>,>,PUNC,,,,,,,,,PUNC,>,PUNC
21117,27,как,КАК,ADV -,,,к,а,к,,,,ADV,КАК,ADV -
21118,28,же,ЖЕ,PART,,,е,ж,,,,,PART,ЖЕ,PART
21119,29,<,<,PUNC,,,,,,,,,PUNC,<,PUNC
21120,30,/,/,PUNC,,,,,,,,,PUNC,/,PUNC
21121,31,distinct,DISTINCT,NONLEX,,,,,,,,,NONLEX,DISTINCT,NONLEX
21122,32,>,>,PUNC,,,,,,,,,PUNC,>,PUNC
21123,33,я,Я,SPRO sg 1p - nom,,,я,,,,,,SPRO,Я,SPRO sg 1p - nom
21124,34,могу,МОЧЬ,V ipf praes sg indic - 1p,,,у,г,о,м,,,V,МОЧЬ,V ipf praes sg indic - 1p
21125,35,его,ОН,SPRO sg 3p m acc,,,о,г,е,,,,SPRO,ОН,SPRO sg 3p m acc
21126,36,не,НЕ,PART,,,е,н,,,,,PART,НЕ,PART
21127,37,понимать,ПОНИМАТЬ,V ipf - - inf - -,,,ь,т,а,м,и,н,V,ПОНИМАТЬ,V ipf - - inf - -
21128,38,?,?,SENT,,,,,,,,,SENT,?,SENT
21129,,,,,,,,,,,,,,,
21130,1,Но,НО,CONJ,,,о,н,,,,,CONJ,НО,CONJ
21131,2,нет,НЕТ,PART,,,т,е,н,,,,PART,НЕТ,PART
21132,3,определенной,ОПРЕДЕЛЕННЫЙ,A - loc sg plen f -,,,й,о,н,н,е,л,A,ОПРЕДЕЛЕННЫЙ,A - loc sg plen f -
21133,4,какой-то,КАКОЙ-ТО,A - acc sg plen m ,,,о,т,,й,о,к,A,КАКОЙ-ТО,A - acc sg plen m inan
21134,5,типа,ТИПА,anom,,,а,п,и,т,,,S,ТИП,S m inan gen sg
21135,6,тематики,ТЕМАТИКА,S f inan gen sg,,,и,к,и,т,а,м,S,ТЕМАТИКА,S f inan gen sg
21136,7,.,.,SENT,,,,,,,,,SENT,.,SENT
21137,,,,,,,,,,,,,,,
21138,1,То есть,То есть,раздельно 0,,,ь,т,с,е, ,о,-,То есть,-
21139,2,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21140,3,там,ТАМ,ADV -,,,м,а,т,,,,ADV,ТАМ,ADV -
21141,4,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21142,5,например,НАПРИМЕР,PARENTH,,,р,е,м,и,р,п,ADV,НАПРИМЕР,ADV -
21143,6,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21144,7,есть,БЫТЬ,V ipf praes sg indic - 3p,,,ь,т,с,е,,,V,БЫТЬ,V ipf praes sg indic - 3p
21145,8,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21146,9,<,<,PUNC,,,,,,,,,PUNC,<,PUNC
21147,10,distinct,DISTINCT,NONLEX,,,,,,,,,NONLEX,DISTINCT,NONLEX
21148,11,form,FORM,NONLEX,,,,,,,,,NONLEX,FORM,NONLEX
21149,12,=,=,PUNC,,,,,,,,,PUNC,=,PUNC
21150,13,	,_,,,,,,,,,,,_,14
21151,14,ааааэм,А,CONJ,,,м,э,а,а,а,а,S,ААААЭМ,S n inan nonflex nonflex
21152,15,	,_,,,,,,,,,,,_,14
21153,16,>,>,PUNC,,,,,,,,,PUNC,>,PUNC
21154,17,эм,ЭМ,INTJ,,,м,э,,,,,S,ЭМ,S n inan nonflex nonflex
21155,18,<,<,PUNC,,,,,,,,,PUNC,<,PUNC
21156,19,/,/,PUNC,,,,,,,,,PUNC,/,PUNC
21157,20,distinct,DISTINCT,NONLEX,,,,,,,,,NONLEX,DISTINCT,NONLEX
21158,21,>,>,PUNC,,,,,,,,,PUNC,>,PUNC
21159,22,...,...,SENT,,,,,,,,,SENT,...,SENT
21160,,,,,,,,,,,,,,,
21161,1,Певцы,ПЕВЕЦ,S m anim nom pl,,,ы,ц,в,е,п,,S,ПЕВЕЦ,S m anim nom pl
21162,2,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21163,3,которые,КОТОРЫЙ,A - nom pl plen - -,,,е,ы,р,о,т,о,A,КОТОРЫЙ,A - nom pl plen - -
21164,4,сосредотачиваются,СОСРЕДОТАЧИВАТЬСЯ,V ipf praes pl indic - 3p,,,я,с,т,ю,а,в,V,СОСРЕДОТАЧИВАТЬСЯ,V ipf praes pl indic - 3p
21165,5,больше,МНОГО,ADV comp,,,е,ш,ь,л,о,б,ADV,МНОГО,ADV comp
21166,6,на,НА,PR,,,а,н,,,,,PR,НА,PR
21167,7,тематике,ТЕМАТИКА,S f inan dat sg,,,е,к,и,т,а,м,S,ТЕМАТИКА,S f inan dat sg
21168,8,Любви,ЛЮБОВЬ,S f inan gen sg,,,и,в,б,ю,л,,S,ЛЮБОВЬ,S f inan gen sg
21169,9,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21170,10,там,ТАМ,ADV -,,,м,а,т,,,,ADV,ТАМ,ADV -
21171,11,не,НЕ,PART,,,е,н,,,,,PART,НЕ,PART
21172,12,знаю,ЗНАТЬ,V ipf praes sg indic - 1p,,,ю,а,н,з,,,V,ЗНАТЬ,V ipf praes sg indic - 1p
21173,13,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21174,14,отношений,ОТНОШЕНИЕ,S n inan gen pl,,,й,и,н,е,ш,о,S,ОТНОШЕНИЕ,S n inan gen pl
21175,15,.,.,SENT,,,,,,,,,SENT,.,SENT
21176,,,,,,,,,,,,,,,
21177,1,Но,НО,CONJ,,,о,н,,,,,CONJ,НО,CONJ
21178,2,у,У,PR,,,у,,,,,,PR,У,PR
21179,3,него,ОН,SPRO sg 3p m acc,,,о,г,е,н,,,SPRO,ОН,SPRO sg 3p m acc
21180,4,нет,НЕТ,ADV -,,,т,е,н,,,,ADV,НЕТ,ADV -
21181,5,такого,ТАКОЙ,A - gen sg plen m -,,,о,г,о,к,а,т,A,ТАКОЙ,A - gen sg plen m -
21182,6,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21183,7,<,<,PUNC,,,,,,,,,PUNC,<,PUNC
21184,8,distinct,DISTINCT,NONLEX,,,,,,,,,NONLEX,DISTINCT,NONLEX
21185,9,form,FORM,NONLEX,,,,,,,,,NONLEX,FORM,NONLEX
21186,10,=,=,PUNC,,,,,,,,,PUNC,=,PUNC
21187,11,	,_,,,,,,,,,,,_,12
21188,12,тыисть,ТO EСТЬ,distort,,,ь,т,с,и,ы,т,S,ТЫИСТЬ,S f inan acc sg
21189,13,	,_,,,,,,,,,,,_,12
21190,14,>,>,PUNC,,,,,,,,,PUNC,>,PUNC
21191,15,то есть,то есть,раздельно 1,,,ь,т,с,е, ,о,-,то есть,-
21192,16,<,<,PUNC,,,,,,,,,PUNC,<,PUNC
21193,17,/,/,PUNC,,,,,,,,,PUNC,/,PUNC
21194,18,distinct,DISTINCT,NONLEX,,,,,,,,,NONLEX,DISTINCT,NONLEX
21195,19,>,>,PUNC,,,,,,,,,PUNC,>,PUNC
21196,20,..,..,SENT,,,,,,,,,SENT,..,SENT
21197,,,,,,,,,,,,,,,
21198,1,Данаа,ДАНА,persn,,,а,а,н,а,д,,S,ДАНАА,S m inan nonflex nonflex
21199,2,@,@,PUNC,,,,,,,,,PUNC,@,PUNC
21200,3,То есть,То есть,раздельно 2,,,ь,т,с,е, ,о,-,То есть,-
21201,4,он,ОН,SPRO sg 3p m nom,,,н,о,,,,,SPRO,ОН,SPRO sg 3p m nom
21202,5,вообще,ВООБЩЕ,ADV -,,,е,щ,б,о,о,в,ADV,ВООБЩЕ,ADV -
21203,6,про,ПРО,PR,,,о,р,п,,,,PR,ПРО,PR
21204,7,любовь,ЛЮБОВЬ,S f inan acc sg,,,ь,в,о,б,ю,л,S,ЛЮБОВЬ,S f inan acc sg
21205,8,не,НЕ,PART,,,е,н,,,,,PART,НЕ,PART
21206,9,поет,ПЕТЬ,V ipf praes sg indic - 3p,,,т,е,о,п,,,V,ПЕТЬ,V ipf praes sg indic - 3p
21207,10,?,?,SENT,,,,,,,,,SENT,?,SENT
21208,,,,,,,,,,,,,,,
21209,1,Лера,ЛЕРА,persn,,,а,р,е,л,,,S,ЛЕРА,S - anim nom sg
21210,2,@,@,PUNC,,,,,,,,,PUNC,@,PUNC
21211,3,Ээммм,Э,INTJ distort,,,м,м,м,э,э,,S,ЭЭМММ,S n inan loc sg
21212,4,..,..,SENT,,,,,,,,,SENT,..,SENT
21213,,,,,,,,,,,,,,,
21214,1,Нет,НЕТ,PART,,,т,е,н,,,,PART,НЕТ,PART
21215,2,.,.,SENT,,,,,,,,,SENT,.,SENT
21216,,,,,,,,,,,,,,,
21217,1,Данаа,ДАНА,persn,,,а,а,н,а,д,,S,ДАНАА,S m inan nonflex nonflex
21218,2,@,@,PUNC,,,,,,,,,PUNC,@,PUNC
21219,3,Серьезно,СЕРЬЕЗНО,ADV -,,,о,н,з,е,ь,р,ADV,СЕРЬЕЗНО,ADV -
21220,4,?,?,SENT,,,,,,,,,SENT,?,SENT
21221,,,,,,,,,,,,,,,
21222,1,Это,ЭТО,SPRO inan sg nom ,,,о,т,э,,,,S,ЭТО,S n - nom sg
21223,2,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21224,3,наверное,НАВЕРНОЕ,ADV -,,,е,о,н,р,е,в,ADV,НАВЕРНОЕ,ADV -
21225,4,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21226,5,единственный,ЕДИНСТВЕННЫЙ,A - nom sg plen m -,,,й,ы,н,н,е,в,A,ЕДИНСТВЕННЫЙ,A - nom sg plen m -
21227,6,человек,ЧЕЛОВЕК,S m anim nom sg,,,к,е,в,о,л,е,S,ЧЕЛОВЕК,S m anim nom sg
21228,7,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21229,8,кто,КТО,SPRO nom -,,,о,т,к,,,,S,КТО,S m - nom sg
21230,9,не,НЕ,PART,,,е,н,,,,,PART,НЕ,PART
21231,10,поет,ПЕТЬ,V ipf praes sg indic - 3p,,,т,е,о,п,,,V,ПЕТЬ,V ipf praes sg indic - 3p
21232,11,про,ПРО,PR,,,о,р,п,,,,PR,ПРО,PR
21233,12,любовь,ЛЮБОВЬ,S f inan acc sg,,,ь,в,о,б,ю,л,S,ЛЮБОВЬ,S f inan acc sg
21234,13,.,.,SENT,,,,,,,,,SENT,.,SENT
21235,,,,,,,,,,,,,,,
21236,1,Лера,ЛЕРА,persn,,,а,р,е,л,,,S,ЛЕРА,S - anim nom sg
21237,2,@,@,PUNC,,,,,,,,,PUNC,@,PUNC
21238,3,Ну,НУ,PART,,,у,н,,,,,PART,НУ,PART
21239,4,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21240,5,например,НАПРИМЕР,PARENTH,,,р,е,м,и,р,п,ADV,НАПРИМЕР,ADV -
21241,6,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21242,7,если,ЕСЛИ,CONJ,,,и,л,с,е,,,CONJ,ЕСЛИ,CONJ
21243,8,мы,МЫ,SPRO pl 1p - nom,,,ы,м,,,,,SPRO,МЫ,SPRO pl 1p - nom
21244,9,берем,БРАТЬ,V ipf praes pl indic - 1p,,,м,е,р,е,б,,V,БРАТЬ,V ipf praes pl indic - 1p
21245,10,группу,ГРУППА,S f inan acc sg,,,у,п,п,у,р,г,S,ГРУППА,S f inan acc sg
21246,11,Май,МАЙ,persn,,,й,а,м,,,,S,МАЙ,S m inan acc sg
21247,12,кемикл,КЕМИКЛ,persn ,,,л,к,и,м,е,к,S,КЕМИКЛ,S m inan acc sg
21248,13,ромэнс,NONFLEX,new nonflex,,,с,н,э,м,о,р,S,РОМЭНС,S m anim nom sg
21249,14,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21250,15,то,ТО,CONJ,,,о,т,,,,,CONJ,ТО,CONJ
21251,16,она,ОНА,SPRO sg 3p f nom,,,а,н,о,,,,SPRO,ОНА,SPRO sg 3p f nom
21252,17,больше,МНОГО,ADV comp,,,е,ш,ь,л,о,б,ADV,БОЛЬШЕ,ADV -
21253,18,о,О,PR,,,о,,,,,,PR,О,PR
21254,19,..,..,SENT,,,,,,,,,SENT,..,SENT
21255,,,,,,,,,,,,,,,
21256,1,Каких-то,КАКОЙ-ТО,A - gen pl plen ,,,о,т,,х,и,к,A,КАКОЙ-ТО,A - gen pl plen - -
21257,2,тяжелых,ТЯЖЕЛЫЙ,A - gen pl plen - -,,,х,ы,л,е,ж,я,A,ТЯЖЕЛЫЙ,A - gen pl plen - -
21258,3,психических,ПСИХИЧЕСКИЙ,A - gen pl plen - -,,,х,и,к,с,е,ч,A,ПСИХИЧЕСКИЙ,A - gen pl plen - -
21259,4,состояниях,СОСТОЯНИЕ,S n inan loc pl,,,х,я,и,н,я,о,S,СОСТОЯНИЕ,S n inan loc pl
21260,5,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21261,6,когда,КОГДА,ADVPRO,,,а,д,г,о,к,,CONJ,КОГДА,CONJ
21262,7,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21263,8,не,НЕ,PART,,,е,н,,,,,PART,НЕ,PART
21264,9,знаю,ЗНАТЬ,V ipf praes sg indic - 1p,,,ю,а,н,з,,,V,ЗНАТЬ,V ipf praes sg indic - 1p
21265,10,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21266,11,тебе,ТЫ,SPRO sg 2p - loc,,,е,б,е,т,,,SPRO,ТЫ,SPRO sg 2p - loc
21267,12,хочется,ХОТЕТЬСЯ,V ipf praes sg indic 3p,,,я,с,т,е,ч,о,V,ХОТЕТЬСЯ,V ipf praes - indic - -
21268,13,",",",",PUNC,,,,,,,,,PUNC,",",PUNC
21269,14,там,ТАМ,ADV -,,,м,а,т,,,,ADV,ТАМ,ADV -
21270,15,...,...,SENT,,,,,,,,,SENT,...,SENT
21271,,,,,,,,,,,,,,,
21272,1,Данаа,ДАНА,persn,,,а,а,н,а,д,,S,ДАНАА,S m inan nonflex nonflex
21273,2,@,@,PUNC,,,,,,,,,PUNC,@,PUNC
21274,3,Сдохнуть,СДОХНУТЬ,V pf - - inf - -,,,ь,т,у,н,х,о,V,СДОХНУТЬ,V pf - - inf - -
21275,4,?,?,SENT,,,,,,,,,SENT,?,SENT
21276,,,,,,,,,,,,,,,
21277,1,Лера,ЛЕРА,persn,,,а,р,е,л,,,S,ЛЕРА,S - anim nom sg
21278,2,@,@,PUNC,,,,,,,,,PUNC,@,PUNC
21279,3,Да,ДА,PART,,,а,д,,,,,PART,ДА,PART
21280,4,.,.,SENT,,,,,,,,,SENT,.,SENT
21281,,,,,,,,,,,,,,,
21282,1,Данаа,ДАНА,persn,,,а,а,н,а,д,,S,ДАНАА,S m inan nonflex nonflex
21283,2,@,@,PUNC,,,,,,,,,PUNC,@,PUNC
21284,3,Серьезно,СЕРЬЕЗНЫЙ,ADV -,,,о,н,з,е,ь,р,A,СЕРЬЕЗНЫЙ,A - nom sg plen f -
